word,pos,assigned_cefr,level_source,assigned_level_frequency,total_frequency,crf_A1,crf_A2,crf_B1,crf_B2,crf_C1,crf_C2,crf_total,beacco_A1,beacco_A2,beacco_B1,beacco_B2,beacco_C1,beacco_C2,beacco_total,beacco_level,match_method,crf_word,crf_pos,beacco_word,beacco_pos,normalized_word,normalized_pos,crf_source_row,beacco_source_row
populisme,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,populisme,N,populisme,NOM,populisme,NOUN,12407,9859.0
pourvoyeur,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,pourvoyeur,A,,,pourvoyeur,ADJ,12539,
privilégié,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,8.2781,0.0,0.1951,C1,word_pos,privilégié,N,privilégié,NOM,privilégié,NOUN,12636,10056.0
pronostique,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,pronostique,A,,,pronostique,ADJ,12751,
prostate,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,prostate,N,prostate,NOM,prostate,NOUN,12784,10202.0
précautionneux,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,précautionneux,A,précautionneux,ADJ,précautionneux,ADJ,12856,10263.0
publiphobes,NOUN,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,publiphobes,N,,,publiphobes,NOUN,13010,
raccourci,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,raccourci,A,,,raccourci,ADJ,13260,
raisonné,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,raisonné,A,,,raisonné,ADJ,13320,
recaler,VERB,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,recaler,V,recaler,VER,recaler,VERB,13446,10775.0
repoussoir,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,repoussoir,N,repoussoir,NOM,repoussoir,NOUN,13718,11031.0
reprendre pied,VERB,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,reprendre pied,V,,,reprendre pied,VERB,13720,
revitalisant,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,revitalisant,A,revitalisant,ADJ,revitalisant,ADJ,13836,11139.0
rhino - pharyngite,NOUN,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,rhino - pharyngite,N,,,rhino - pharyngite,NOUN,13847,
réserviste,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,unique_word,réserviste,A,réserviste,NOM,réserviste,ADJ,14255,11523.0
révérence,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,révérence,N,révérence,NOM,révérence,NOUN,14331,11594.0
salvateur,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,salvateur,A,,,salvateur,ADJ,14430,
sarcasme,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,sarcasme,N,sarcasme,NOM,sarcasme,NOUN,14474,11711.0
sciences,X,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,sciences,X,,,sciences,X,14557,
spams,NOUN,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,spams,N,,,spams,NOUN,15071,
staphylocoque,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,staphylocoque,N,staphylocoque,NOM,staphylocoque,NOUN,15147,12269.0
sublimé,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,sublimé,A,,,sublimé,ADJ,15236,
subterfuge,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,subterfuge,N,subterfuge,NOM,subterfuge,NOUN,15249,12359.0
sud - américain,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,sud - américain,A,,,sud - américain,ADJ,15279,
surinvestissement,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,surinvestissement,N,surinvestissement,NOM,surinvestissement,NOUN,15399,12471.0
surprescriptions,NOUN,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,surprescriptions,N,,,surprescriptions,NOUN,15409,
symptomatique,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,symptomatique,A,symptomatique,ADJ,symptomatique,ADJ,15474,12539.0
sédiment,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,sédiment,N,sédiment,NOM,sédiment,NOUN,15519,12583.0
tantôt,CONJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,tantôt,CONJS,,,tantôt,CONJ,15636,
tenir lieu,VERB,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,tenir lieu,V,,,tenir lieu,VERB,15744,
totalitarisme,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,totalitarisme,N,totalitarisme,NOM,totalitarisme,NOUN,15951,12935.0
tout - automobile,ADJ,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,tout - automobile,A,,,tout - automobile,ADJ,15994,
transporteur,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,transporteur,N,transporteur,NOM,transporteur,NOUN,16113,13059.0
treize,PRON,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,treize,PRO,,,treize,PRON,16145,
télégramme,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,télégramme,N,télégramme,NOM,télégramme,NOUN,16475,13242.0
téméraire,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,téméraire,A,téméraire,ADJ,téméraire,ADJ,16495,13260.0
unilatéral,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,unilatéral,A,unilatéral,ADJ,unilatéral,ADJ,16554,13299.0
urinaire,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,urinaire,A,urinaire,ADJ,urinaire,ADJ,16574,13316.0
urètre,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,urètre,N,urètre,NOM,urètre,NOUN,16577,13319.0
utérus,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,utérus,N,utérus,NOM,utérus,NOUN,16603,13346.0
versatile,ADJ,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,versatile,A,versatile,ADJ,versatile,ADJ,16763,13474.0
vessie,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,vessie,N,vessie,NOM,vessie,NOUN,16782,13495.0
vicier,VERB,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,vicier,V,vicier,VER,vicier,VERB,16802,13513.0
vigie,NOUN,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,vigie,N,vigie,NOM,vigie,NOUN,16840,13545.0
à portée de main,ADV,C1,crf_first_attested,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,,,,,,,,,crf_only,à portée de main,ADV,,,à portée de main,ADV,17311,
épingler,VERB,C1,beacco,2.0505,0.0361,0.0,0.0,0.0,0.0,2.0505,0.0,0.0361,0.0,0.0,0.0,0.0,4.139,0.0,0.0975,C1,word_pos,épingler,V,épingler,VER,épingler,VERB,17672,14062.0
exprès,ADJ,C1,beacco,1.6042,1.463,0.0,7.0746,0.0,0.0,1.6042,0.0,1.463,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,exprès,A,exprès,ADJ,exprès,ADJ,6514,4999.0
suivi,ADJ,C1,beacco,1.6042,1.3503,0.0,0.0,3.1385,0.0,1.6042,2.0587,1.3503,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,suivi,A,suivi,ADJ,suivi,ADJ,15303,12407.0
députée,NOUN,C1,crf_first_attested,1.6042,1.1189,0.0,0.0,0.0,0.0,1.6042,56.9312,1.1189,,,,,,,,,crf_only,députée,N,,,députée,NOUN,5484,
trempé,ADJ,C1,beacco,1.6042,0.6161,0.0,0.0,0.7097,0.0,1.6042,0.0,0.6161,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,trempé,A,trempé,ADJ,trempé,ADJ,16156,13097.0
tentateur,NOUN,C1,beacco,1.6042,0.5138,0.0,0.0,0.0,0.0,1.6042,28.8683,0.5138,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,tentateur,N,tentateur,NOM,tentateur,NOUN,15750,12759.0
prospérer,VERB,C1,beacco,1.6042,0.4426,0.0,0.0,0.0,0.0,1.6042,19.2455,0.4426,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,prospérer,V,prospérer,VER,prospérer,VERB,12782,10200.0
argumentatif,ADJ,C1,crf_first_attested,1.6042,0.3146,0.0,0.0,0.0,0.0,1.6042,6.4938,0.3146,,,,,,,,,crf_only,argumentatif,A,,,argumentatif,ADJ,938,
calice,NOUN,C1,beacco,1.6042,0.2746,0.0,0.9684,0.0,0.0,1.6042,0.0,0.2746,0.0,0.9302,0.0,0.0,3.4423,0.0,0.4294,C1,word_pos,calice,N,calice,NOM,calice,NOUN,2412,1874.0
commode,ADJ,C1,beacco,1.6042,0.2588,0.0,0.0,0.1637,0.0,1.6042,0.0,0.2588,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,commode,A,commode,ADJ,commode,ADJ,3372,2684.0
tournage,NOUN,C1,beacco,1.6042,0.2099,0.7622,0.0,0.0,0.0,1.6042,0.0,0.2099,1.6512,0.0,0.0,0.0,3.4423,0.0,0.4328,C1,word_pos,tournage,N,tournage,NOM,tournage,NOUN,15973,12952.0
grief,NOUN,C1,beacco,1.6042,0.0998,0.0,0.0,0.0,0.0,1.6042,4.1173,0.0998,0.0,0.0,0.0,0.0,3.4423,4.0185,0.1315,C1,unique_word,grief,N,grief,ADJ,grief,NOUN,7572,5909.0
échéant,ADJ,C1,beacco,1.6042,0.0998,0.0,0.0,0.0,0.0,1.6042,4.1173,0.0998,0.0,0.0,0.0,0.0,3.4423,8.037,0.1972,C1,word_pos,échéant,A,échéant,ADJ,échéant,ADJ,17397,13823.0
abyssal,ADJ,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,abyssal,A,abyssal,ADJ,abyssal,ADJ,67,61.0
accréditer,VERB,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,accréditer,V,accréditer,VER,accréditer,VERB,117,111.0
acompte,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,acompte,N,acompte,NOM,acompte,NOUN,151,141.0
affadissement,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,affadissement,N,affadissement,NOM,affadissement,NOUN,255,227.0
affligeant,ADJ,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,affligeant,A,affligeant,ADJ,affligeant,ADJ,287,256.0
antagonisme,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,antagonisme,N,antagonisme,NOM,antagonisme,NOUN,722,604.0
antistatique,ADJ,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,antistatique,A,antistatique,ADJ,antistatique,ADJ,772,638.0
apothéose,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,apothéose,N,apothéose,NOM,apothéose,NOUN,803,662.0
assimilé,ADJ,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,assimilé,A,,,assimilé,ADJ,1066,
assombrir,VERB,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,assombrir,V,assombrir,VER,assombrir,VERB,1084,902.0
astrologie,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,astrologie,N,astrologie,NOM,astrologie,NOUN,1112,923.0
astéroïde,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,astéroïde,N,astéroïde,NOM,astéroïde,NOUN,1121,932.0
aubette,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,aubette,N,aubette,NOM,aubette,NOUN,1336,1016.0
auteure,ADJ,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,auteure,A,,,auteure,ADJ,1384,
autre tiramisu,PRON,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,autre tiramisu,PRO,,,autre tiramisu,PRON,1445,
aviver,VERB,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,aviver,V,aviver,VER,aviver,VERB,1524,1154.0
babysitter,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,babysitter,N,,,babysitter,NOUN,1582,
baise,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,baise,N,baise,NOM,baise,NOUN,1609,1209.0
ballotin,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,ballotin,N,,,ballotin,NOUN,1634,
basalte,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,basalte,N,basalte,NOM,basalte,NOUN,1710,1300.0
bibi,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,bibi,N,bibi,NOM,bibi,NOUN,1807,1380.0
bienvenu,ADJ,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,bienvenu,A,,,bienvenu,ADJ,1845,
biodégradabilité,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,biodégradabilité,N,biodégradabilité,NOM,biodégradabilité,NOUN,1874,1423.0
body,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,body,N,,,body,NOUN,1969,
bombardement,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,bombardement,N,bombardement,NOM,bombardement,NOUN,1990,1513.0
bourgeoisement,ADV,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,bourgeoisement,ADV,bourgeoisement,ADV,bourgeoisement,ADV,2106,1622.0
brunch,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,brunch,N,brunch,NOM,brunch,NOUN,2235,1732.0
brushing,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,brushing,N,brushing,NOM,brushing,NOUN,2236,1733.0
building,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,building,N,,,building,NOUN,2265,
bâillon,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,bâillon,N,,,bâillon,NOUN,2296,
calcium,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,calcium,N,calcium,NOM,calcium,NOUN,2401,1865.0
canine,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,canine,N,canine,NOM,canine,NOUN,2469,1924.0
cantonade,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,cantonade,N,cantonade,NOM,cantonade,NOUN,2482,1935.0
capucin,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,capucin,N,capucin,NOM,capucin,NOUN,2524,1971.0
caravaning,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,caravaning,N,caravaning,NOM,caravaning,NOUN,2541,1986.0
caroténoïde,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,caroténoïde,N,caroténoïde,NOM,caroténoïde,NOUN,2578,2016.0
carpe,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,carpe,N,carpe,NOM,carpe,NOUN,2579,2017.0
carte - vue,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,carte - vue,N,,,carte - vue,NOUN,2592,
castration,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,castration,N,castration,NOM,castration,NOUN,2629,2071.0
cf,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,cf,N,,,cf,NOUN,2747,
chapelain,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,chapelain,N,chapelain,NOM,chapelain,NOUN,2802,2212.0
chariot,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,chariot,N,chariot,NOM,chariot,NOUN,2821,2229.0
chichement,ADV,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,chichement,ADV,chichement,ADV,chichement,ADV,2912,2303.0
chicon,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,chicon,N,chicon,NOM,chicon,NOUN,2914,2305.0
chromo,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,chromo,N,chromo,NOM,chromo,NOUN,2973,2351.0
cloche,ADJ,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,cloche,A,,,cloche,ADJ,3167,
co - opérer,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,co - opérer,N,,,co - opérer,NOUN,3195,
colimaçon,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,colimaçon,N,colimaçon,NOM,colimaçon,NOUN,3253,2587.0
complaisant,ADJ,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,complaisant,A,complaisant,ADJ,complaisant,ADJ,3426,2730.0
complexification,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,complexification,N,complexification,NOM,complexification,NOUN,3431,2735.0
complies,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,complies,N,complies,NOM,complies,NOUN,3436,2740.0
compote,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,compote,N,compote,NOM,compote,NOUN,3466,2769.0
confesse,NOUN,C1,crf_first_attested,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,,,,,,,,,crf_only,confesse,N,,,confesse,NOUN,3573,
connerie,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,connerie,N,connerie,NOM,connerie,NOUN,3648,2931.0
consentement,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,consentement,N,consentement,NOM,consentement,NOUN,3672,2950.0
consonance,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,consonance,N,consonance,NOM,consonance,NOUN,3707,2976.0
coque,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,coque,N,coque,NOM,coque,NOUN,3902,3153.0
coulis,NOUN,C1,beacco,1.6042,0.0333,0.0,0.0,0.0,0.0,1.6042,0.0,0.0333,0.0,0.0,0.0,0.0,3.4423,0.0,0.0657,C1,word_pos,coulis,N,coulis,NOM,coulis,NOUN,3997,3234.0
